TIMESTAMP,Global BsAs [W/m2],Difusa BsAs [W/m2],Global Ush [W/m2],Difusa Ush [W/m2]
2025-03-14 00:00:00,-2.758,-1.988,1.004,0.127
2025-03-14 00:01:00,-2.758,-1.988,0.602,0.382
2025-03-14 00:02:00,-2.758,-1.988,0.000,0.127
2025-03-14 00:03:00,-2.758,-1.988,0.201,0.382
2025-03-14 00:04:00,-2.962,-1.988,0.000,0.764
2025-03-14 00:05:00,-3.166,-1.988,0.000,0.764
2025-03-14 00:06:00,-3.064,-1.988,0.000,0.892
2025-03-14 00:07:00,-3.064,-2.386,0.000,0.892
2025-03-14 00:08:00,-3.166,-2.584,0.000,0.892
2025-03-14 00:09:00,-3.269,-2.584,0.000,0.892
2025-03-14 00:10:00,-3.166,-2.584,-0.402,0.892
2025-03-14 00:11:00,-3.371,-2.584,-1.004,0.764
2025-03-14 00:12:00,-3.371,-2.584,-0.201,0.764
2025-03-14 00:13:00,-3.371,-2.584,0.000,0.764
2025-03-14 00:14:00,-3.371,-2.783,0.000,0.637
2025-03-14 00:15:00,-3.371,-3.380,0.000,0.510
2025-03-14 00:16:00,-3.473,-3.380,0.000,0.510
2025-03-14 00:17:00,-3.575,-3.181,0.000,0.637
2025-03-14 00:18:00,-3.371,-2.584,0.000,0.764
2025-03-14 00:19:00,-3.371,-2.584,0.000,0.637
2025-03-14 00:20:00,-3.371,-2.584,0.000,0.382
2025-03-14 00:21:00,-3.371,-2.584,0.000,0.000
2025-03-14 00:22:00,-3.371,-2.584,0.000,0.000
2025-03-14 00:23:00,-3.371,-2.584,0.000,0.000
2025-03-14 00:24:00,-3.371,-2.584,0.000,0.000
2025-03-14 00:25:00,-3.371,-2.584,0.000,0.000
2025-03-14 00:26:00,-3.371,-2.386,0.000,0.000
2025-03-14 00:27:00,-3.166,-2.187,0.000,0.000
2025-03-14 00:28:00,-3.064,-1.988,0.000,0.000
2025-03-14 00:29:00,-3.064,-1.988,0.000,0.000
2025-03-14 00:30:00,-3.064,-2.187,0.000,0.000
2025-03-14 00:31:00,-3.371,-2.187,0.000,0.000
2025-03-14 00:32:00,-3.166,-1.988,0.000,0.000
2025-03-14 00:33:00,-2.758,-1.988,0.000,0.000
2025-03-14 00:34:00,-2.758,-1.988,0.000,0.000
2025-03-14 00:35:00,-2.758,-1.988,0.000,0.000
2025-03-14 00:36:00,-2.758,-1.988,0.000,0.000
2025-03-14 00:37:00,-2.758,-1.988,0.000,0.000
2025-03-14 00:38:00,-2.758,-1.988,0.000,0.000
2025-03-14 00:39:00,-2.758,-1.988,0.000,0.000
2025-03-14 00:40:00,-2.758,-1.988,0.000,0.000
2025-03-14 00:41:00,-2.758,-1.988,0.000,0.000
2025-03-14 00:42:00,-2.962,-2.584,0.000,0.000
2025-03-14 00:43:00,-3.064,-2.584,0.000,0.000
2025-03-14 00:44:00,-3.371,-2.584,0.000,0.000
2025-03-14 00:45:00,-3.166,-1.988,0.000,0.000
2025-03-14 00:46:00,-2.962,-1.988,0.000,0.000
2025-03-14 00:47:00,-3.064,-1.988,0.000,0.127
2025-03-14 00:48:00,-3.166,-1.988,0.000,0.255
2025-03-14 00:49:00,-3.371,-2.187,0.000,0.127
2025-03-14 00:50:00,-3.371,-2.584,0.000,0.000
2025-03-14 00:51:00,-3.371,-2.584,0.000,0.000
2025-03-14 00:52:00,-3.371,-2.584,0.000,0.000
2025-03-14 00:53:00,-3.371,-2.584,0.000,0.000
2025-03-14 00:54:00,-3.371,-2.584,0.000,0.000
2025-03-14 00:55:00,-3.371,-2.783,0.000,0.000
2025-03-14 00:56:00,-3.371,-2.982,0.000,0.000
2025-03-14 00:57:00,-3.371,-2.584,0.000,0.000
2025-03-14 00:58:00,-3.371,-2.584,0.000,0.000
2025-03-14 00:59:00,-3.371,-2.783,0.000,0.000
2025-03-14 01:00:00,-3.371,-3.181,0.000,0.000
2025-03-14 01:01:00,-3.371,-3.181,0.000,0.000
2025-03-14 01:02:00,-3.371,-2.783,-0.201,0.255
2025-03-14 01:03:00,-3.371,-2.584,-0.402,0.000
2025-03-14 01:04:00,-3.166,-2.584,0.000,0.000
2025-03-14 01:05:00,-3.064,-2.584,0.000,0.000
2025-03-14 01:06:00,-3.269,-2.584,0.000,0.127
2025-03-14 01:07:00,-3.371,-2.584,0.000,0.000
2025-03-14 01:08:00,-3.166,-2.584,0.000,0.000
2025-03-14 01:09:00,-3.064,-2.584,0.000,0.000
2025-03-14 01:10:00,-2.962,-2.584,0.000,0.000
2025-03-14 01:11:00,-2.758,-2.187,0.000,0.000
2025-03-14 01:12:00,-2.758,-1.988,0.000,0.000
2025-03-14 01:13:00,-2.758,-1.988,0.000,0.000
2025-03-14 01:14:00,-2.758,-1.988,0.000,0.000
2025-03-14 01:15:00,-2.758,-1.988,0.000,0.000
2025-03-14 01:16:00,-2.758,-1.988,0.000,0.000
2025-03-14 01:17:00,-2.758,-1.988,0.000,0.000
2025-03-14 01:18:00,-2.758,-1.988,0.000,0.000
2025-03-14 01:19:00,-2.758,-1.988,0.000,0.000
2025-03-14 01:20:00,-2.758,-1.988,0.000,0.000
2025-03-14 01:21:00,-2.758,-1.988,0.402,0.000
2025-03-14 01:22:00,-2.758,-1.988,0.602,0.000
2025-03-14 01:23:00,-2.758,-1.988,0.602,0.000
2025-03-14 01:24:00,-2.758,-1.988,1.004,0.000
2025-03-14 01:25:00,-2.758,-1.988,1.205,0.000
2025-03-14 01:26:00,-2.758,-1.988,1.406,0.000
2025-03-14 01:27:00,-2.758,-1.988,1.205,0.000
2025-03-14 01:28:00,-2.758,-1.988,0.803,0.000
2025-03-14 01:29:00,-2.758,-1.988,0.000,0.000
2025-03-14 01:30:00,-2.758,-1.988,0.000,0.000
2025-03-14 01:31:00,-2.758,-1.988,0.000,0.000
2025-03-14 01:32:00,-2.758,-1.988,0.000,0.000
2025-03-14 01:33:00,-2.758,-1.988,0.000,0.000
2025-03-14 01:34:00,-2.758,-1.988,-0.402,0.000
2025-03-14 01:35:00,-2.656,-1.988,-1.205,0.000
2025-03-14 01:36:00,-2.554,-1.988,-1.406,0.000
2025-03-14 01:37:00,-2.043,-1.392,-1.406,-0.127
2025-03-14 01:38:00,-1.736,-1.392,-1.406,-0.510
2025-03-14 01:39:00,-1.736,-0.795,-1.406,-0.764
2025-03-14 01:40:00,-1.736,-0.596,-1.406,-0.510
2025-03-14 01:41:00,-1.736,-0.596,-0.803,-0.127
2025-03-14 01:42:00,-1.736,-0.596,-0.201,-0.127
2025-03-14 01:43:00,-1.736,-0.795,0.000,0.000
2025-03-14 01:44:00,-1.839,-1.193,0.000,0.000
2025-03-14 01:45:00,-2.043,-1.392,0.000,0.000
2025-03-14 01:46:00,-2.043,-1.392,0.000,0.000
2025-03-14 01:47:00,-2.043,-1.590,0.000,0.000
2025-03-14 01:48:00,-2.043,-1.988,0.000,0.000
2025-03-14 01:49:00,-2.043,-1.988,0.000,0.000
2025-03-14 01:50:00,-2.043,-1.988,0.000,0.000
2025-03-14 01:51:00,-2.043,-1.988,0.000,0.000
2025-03-14 01:52:00,-2.043,-1.988,0.000,0.000
2025-03-14 01:53:00,-2.043,-1.789,0.000,0.000
2025-03-14 01:54:00,-2.043,-1.392,0.000,0.000
2025-03-14 01:55:00,-2.043,-1.392,0.000,0.000
2025-03-14 01:56:00,-2.043,-1.392,0.000,0.000
2025-03-14 01:57:00,-2.043,-1.392,0.000,0.000
2025-03-14 01:58:00,-2.043,-1.392,0.000,0.000
2025-03-14 01:59:00,-2.043,-1.392,0.000,0.000
2025-03-14 02:00:00,-2.043,-1.392,0.000,0.000
2025-03-14 02:01:00,-2.043,-1.392,0.000,0.000
2025-03-14 02:02:00,-2.043,-1.392,0.000,0.000
2025-03-14 02:03:00,-2.043,-1.590,0.000,0.000
2025-03-14 02:04:00,-2.043,-1.988,0.000,0.000
2025-03-14 02:05:00,-2.043,-1.988,0.000,0.000
2025-03-14 02:06:00,-2.043,-1.988,0.000,0.000
